,text,x,y,size,context,quote
4770,bagne,-2.245616,6.3741093,5.0,"vivant, temple, armée, trône, bagne",", dans l'armée, dans le temple, au bagne, sur le
trône ; vivant enfin,"
4771,Quartier latin des meubles,-1.9448284,6.970814,5.0,"ils, latin, achèteraient, remarqueraient, calqueraient",", comme ils achèteraient pour leur
petite chambre du Quartier latin des meubles d'après ce qu'ils remarqueraient
et calqueraient chez"
4772,"– et qui tels soirs les force à manquer
telle réunion utile",-2.080919,8.960349,5.0,"utile, originalité, réunion, despotique, vivace",", est peut-être la
seule originalité vivace, despotique – et qui tels soirs les force à manquer
telle réunion utile à leur carrière avec des gens dont pour le reste"
4773,de l'Indre,-1.3669531,6.8505692,5.0,"secrétaires, rédaction, réservé, correcte, indre",", des secrétaires de rédaction, ou des
enfants de l'Indre, tant leur tenue est correcte, leur air réservé"
4774,Potin,-2.5791936,6.8532853,5.0,"recevoir, acheter, généralement, potin, iéna","
par recevoir les Iéna, ou par acheter chez Potin). Ils y sont d'ailleurs
généralement assez"
4775,Galatée,-0.81895375,9.630591,5.0,"peine, jeune, inconscient, éveille, galatée","que la
jeune femme, la jeune fille, Galatée qui s'éveille à peine dans l'inconscient
de"
4776,Espagnole,-1.5886681,8.262658,5.414213562373095,"rang, épouvante, confidences, femme, espagnole","de femme, la tête, celle d'une jolie Espagnole. La maîtresse
s'épouvante de ces confidences faites"
4777,"organe
masculin !",-3.8652103,6.8252044,5.0,"masculin, inconsciente, organe, chevelure, bouclée",", la femme inconsciente et visible cherche-t-elle l'organe
masculin ! On n'a qu'à regarder cette chevelure bouclée sur"
4778,volubilis,-2.9862173,6.2860775,5.0,"jette, attacher, pioche, volubilis, vrilles","moyen de s'attacher à un homme, comme le volubilis jette ses
vrilles là où se trouve une pioche"
4779,Gomorrhe,-4.6742735,8.974238,6.449489742783178,"gardeur, pacte, passes, enflammant, gomorrhe","plus
tard ceux qui ont conclu un pacte avec Gomorrhe. Nous en parlerons quand
M. de "
4780,Mme de Lafayette,-5.3636613,9.325218,5.0,"lafayette, substance, éprouve, scott, walter","qu'il éprouve il en reconnaît la substance en lisant Mme de Lafayette,
Racine, Baudelaire, Walter Scott, alors"
4781,Walter Scott,-5.392763,9.255266,5.0,"capable, baudelaire, lafayette, scott, walter"," de Lafayette,
Racine, Baudelaire, Walter Scott, alors qu'il est encore trop peu capable de"
4782,Rob-Roy,-2.338919,9.370752,5.0,"diffère, roy, vernon, diana, rob","objet diffère, que ce qu'il désire c'est Rob-Roy
et non Diana Vernon ? Chez beaucoup,"
4783,Diana Vernon,-2.2792923,10.585352,5.0,"roy, diana, vernon, rob, prudence","il désire c'est Rob-Roy
et non Diana Vernon ? Chez beaucoup, par une prudence défensive de"
4784,Chloé,-1.9928876,9.463371,5.0,"vers, aime, tels, divine, chloé","vers tels que :
 
Je n'aime que Chloé au monde,
Elle est divine, elle est"
4785,"boucles
blondes",-2.5066254,5.8863525,5.0,"devenir, doivent, blondes, boucles, bruns","point retrouver chez eux dans la suite, comme ces boucles
blondes des enfants qui doivent ensuite devenir les plus bruns "
4786,"chaste
peut-être",-3.158865,7.3374205,5.0,"tenait, garder, estime, comprenez, chaste",", vous comprenez que c'était dans cet amour, chaste
peut-être et qui tenait plus à garder l'estime qu'à"
4787,métastase,-3.7615185,6.8878355,5.0,"momentanément, remplacé, inverti, métastase, reprendront",", chez l'inverti, avoir momentanément remplacé, par métastase, des
habitudes qui reprendront un jour ou l'"
4788,Grisélidis,-4.4697165,7.0760837,5.0,"rentrer, plage, rêver, attarde, grisélidis","avant de rentrer rêver
dans sa tour, comme Grisélidis, il s'attarde sur la plage, telle une"
4789,Andromède,-4.398983,7.2700944,5.0,"méduse, attarde, délivrer, andromède, argonaute","s'attarde sur la plage, telle une étrange
Andromède qu'aucun Argonaute ne viendra délivrer, comme une méduse"
4790,Argonaute,-4.1575484,7.1610823,5.0,"méduse, stérile, délivrer, andromède, argonaute","la plage, telle une étrange
Andromède qu'aucun Argonaute ne viendra délivrer, comme une méduse stérile qui
"
4791,Collège de France,-2.3277442,10.987034,5.414213562373095,"bénéfice, chaire, sanscrit, france, collège","bénéfice matériel seulement, comme ceux qui, au
Collège de France, dans la salle où le professeur de sanscrit parle"
4792,Méduse !,-3.052282,8.70025,5.0,"suivre, suivais, chauffer, méduse, orchidée","suivre le cours, mais seulement pour se chauffer. Méduse !
Orchidée ! Quand je ne suivais que mon"
4793,Montaigu,-2.4649286,7.3745027,5.0,"haine, profondément, montaigu, capulet, empêchements","profondément nécessaire. La haine des
Capulet et des Montaigu n'était rien auprès des empêchements de tout genre qui"
4794,Roméo,-2.9405367,10.199936,5.0,"bedonnant, juliette, ébloui, quinquagénaire, roméo",", ébloui, devant un
quinquagénaire bedonnant. Ce Roméo et cette Juliette peuvent croire à bon droit
que"
4795,Juliette,-2.8218248,9.761169,5.414213562373095,"monté, bedonnant, quinquagénaire, roméo, juliette","devant un
quinquagénaire bedonnant. Ce Roméo et cette Juliette peuvent croire à bon droit
que leur amour n'"
4796,Lythrum,-3.2832243,5.961807,5.0,"salicaria, trimorphes, lythrum, hétérostylées, règlent","règlent la fécondation des fleurs
hétérostylées trimorphes comme le Lythrum salicaria – seulement par les
hommes beaucoup plus âgés"
4797,Primula veris,-3.1768196,6.2339854,5.732050807568877,"style, fécondées, accueillent, veris, primula","stériles les fleurs hermaphrodites à court
style de la Primula veris tant qu'elles ne sont fécondées que par
d'"
4798,hétérostylée,-5.1754045,7.577383,5.0,"courbe, frayer, retourne, étamines, hétérostylée","pour être
vues de plus loin, comme certaine hétérostylée qui retourne ses étamines et les
courbe pour frayer"
4799,Jupien ,-2.410474,9.10287,5.414213562373095,"sensibilité, acquis, doué, tendance, jupien"," ! en voilà un homme
heureux que ce Jupien », disait Françoise qui avait une tendance à
"
4800,Genèse,-1.2333968,6.47933,5.0,"entièrement, cri, sodome, habitants, genèse","Sodome pour savoir si ses
habitants, dit la Genèse, avaient entièrement fait toutes ces choses dont le cri"
4801,Éternel,-0.95749915,6.9311657,5.0,"jusqu, choses, cri, monté, éternel","choses dont le cri
était monté jusqu'à l'Éternel, avaient été, on ne peut que s'en"
4802,Sodomistes,-2.3325274,6.0077996,5.414213562373095,"descendants, honteux, enfuir, étudiant, sodomistes",". Au contraire, on laissa s'enfuir tous les Sodomistes honteux, même si,
apercevant un jeune garçon"
4803,Loth,-4.890311,6.0127254,5.0,"comme, tête, détournaient, changés, loth",", ils détournaient la tête, comme la femme de Loth,
sans être pour cela changés comme elle en"
4804,Genèse :,-2.3041787,6.53608,5.0,"appliquer, poussière, compter, genèse, verset","on peut leur appliquer l'autre
verset de la Genèse : « Si quelqu'un peut compter la poussière de"
4805,Pétrograd,-5.1826177,7.915686,5.0,"cas, londres, rome, berlin, pétrograd","Londres, à Berlin, à Rome,
à Pétrograd ou à Paris.
En tous cas ce jour"
4806,Sodome et Gomorrhe II,1.0127971,2.095419,5.732050807568877,"ennuyeuse, ennuyer, ennuyassent, ennuyée, σεαυτóν",
4807,"Gomorrhe
II",-1.2591051,6.2521,5.0,"chapitre, sodome, 1sodome, ii, gomorrhe"," | 4.2.1 Sodome et Gomorrhe II - 1Sodome et Gomorrhe
II
CHAPITRE PREMIER
M. de Charlus dans"
4808,Mme de Vaugoubert,-5.0548353,8.624432,7.0,"épaissie, réalisait, bourbonien, mme, vaugoubert",". – Un
médecin. – Face caractéristique de Mme de Vaugoubert. – Mme d'Arpajon,
le jet"
4809,grand-duc Wladimir,-3.7124043,5.1730375,5.0,"gaieté, hubert, jet, wladimir, amoncourt","jet d'eau d'Hubert Robert et la gaieté du grand-duc Wladimir. – Mme d'Amoncourt,
Mme "
4810,Mme d'Amoncourt,-3.6448293,5.163655,5.0,"gaieté, hubert, citri, wladimir, amoncourt","Hubert Robert et la gaieté du grand-duc Wladimir. – Mme d'Amoncourt,
Mme de Citri, Mme "
4811,Visites,-3.9509888,7.9542694,5.0,"attendant, visites, deuxième, séjour, téléphone","de Guermantes. –
Albertine au téléphone. – Visites en attendant mon deuxième et dernier séjour à
Balbec"
4812,obélisque de Louqsor,-3.4648798,5.203937,5.0,"rose, concorde, nougat, louqsor, obélisque","sur la place
de la Concorde donnait à l'obélisque de Louqsor un air de nougat rose. Puis il
en"
4813,Blottie,-4.72773,7.2678127,5.0,"faite, derrière, étoile, blottie, résistant","tard être faite de l'or le plus résistant. Blottie toute seule derrière
elle, une pauvre petite étoile"
4814,"lune
solitaire",-4.2979455,7.797264,5.0,"unique, étoile, solitaire, protégeant, compagne","pauvre petite étoile allait servir d'unique compagne à la lune
solitaire, tandis que celle-ci, tout en protégeant son amie"
4815,"hardie
",-4.3856177,8.162537,5.414213562373095,"formuler, protégeant, arme, brandirait, hardie","celle-ci, tout en protégeant son amie, mais plus hardie
et allant de l'avant, brandirait comme une arme"
4816,"rencontrai
le duc de Châtellerault",-0.86907625,7.830624,5.0,"heure, demi, rappelais, châtellerault, rencontrai","Devant l'hôtel de la princesse de Guermantes, je rencontrai
le duc de Châtellerault ; je ne me rappelais plus qu'une demi-heure"
4817,"bientôt
me ressaisir",-1.5396763,10.80599,5.0,"bientôt, invité, crainte, ressaisir, persécutait","me persécutait encore la crainte – laquelle allait du reste bientôt
me ressaisir – de venir sans avoir été invité. On s'"
4818,"avenue
Gabriel : « I do not speak french",-4.833782,6.1269684,5.0,"borné, speak, do, french, not","était borné à répondre, tout le long de l'avenue
Gabriel : « I do not speak french. »
Bien que, malgré tout –"
4819,M. Détaille,-3.5605054,8.879159,5.0,"combien, naturellement, remarquer, détaille, acquiescé",", par exemple, elle avait fait
remarquer à M. Détaille, lequel avait naturellement acquiescé, combien Mme de"
4820,Mme de Villemur,-1.761966,10.931443,6.0,"détaille, acquiescé, interpellé, engageant, villemur","M. Détaille, lequel avait naturellement acquiescé, combien Mme de Villemur,
que sa place dans un autre groupe faisait"
4821,M. Détaille ?,-2.7349637,10.840964,5.0,"maison, maîtresse, connaissez, demandait, détaille","la princesse.
« Vous ne connaissez pas M. Détaille ? » demandait la
maîtresse de maison, à"
4822,Détaille,-2.4474812,10.214085,5.0,"présenter, venez, salut, détaille, imperceptible",", un imperceptible salut. « Venez, monsieur Détaille,
disait la princesse, je vais vous présenter"
4823,"Rêve
que tout à l'heure",-0.43189794,8.728439,5.0,"place, auteur, rêve, tourner, ingéniosité","d'ingéniosité à faire une place à l'auteur du Rêve
que tout à l'heure à se tourner vers lui. Et la princesse s'"
4824,d'Espagne,-3.3045392,7.593631,5.0,"espagne, arrivés, ambassadrice, queue, altesses","– entre deux altesses sans
beauté et l'ambassadrice d'Espagne.
Je faisais la queue derrière quelques invités arrivés"
4825,Huxley,-1.3875678,7.172577,5.732050807568877,"guérir, voûte, força, soupir, huxley","la voûte de
l'hôtel.
L'illustre Huxley (celui dont le neveu occupe actuellement
une place"
4826,Malherbe,-3.6409445,10.762223,5.0,"grâce, particulier, finit, malherbe, stance","avec le genre de grâce particulier à la stance de Malherbe qui finit
ainsi :
 
Et pour leur"
4827,"bec
d'ivoire",-4.1651564,7.53395,5.0,"canne, ivoire, cotillon, conductrice, bracelet",", telle une conductrice de cotillon, une canne à bec
d'ivoire, ou une montre-bracelet. Elle ne me"
4828,"sublimes
accents",-4.8036203,8.417299,5.0,"craint, sublimes, quatuor, troubler, accents","quatuor de Beethoven dont elle eût craint de troubler les sublimes
accents, elle arrêta là la conversation, ou plutôt ne"
4829,Son Excellence le duc de Sidonia,-0.4466714,7.6017127,5.0,"venait, connaissance, causait, excellence, sidonia","
M. de Charlus, lequel causait avec Son Excellence le duc de Sidonia,
dont il venait de faire la connaissance."
4830,M. de Sidonia,-1.9135222,7.9443617,5.0,"dernier, faible, sidonia, décourager, couvrir","le dessus, de
couvrir la voix faible de M. de Sidonia, sans décourager ce dernier
pourtant, car,"
4831,rôder,-0.9978712,7.523911,5.0,"absolument, ministre, salons, indéfiniment, rôder","connaissait absolument personne dans ces salons et ne pouvait y rôder
indéfiniment seul comme un ministre de la mort,"
4832,"attaque de ma
grand-mère",-3.0448267,7.0658803,5.0,"moment, soir, oublié, conduite, attaque","n'a peut-être pas oublié qu'au moment de l'attaque de ma
grand-mère, je l'avais conduite chez lui, le soir"
4833,Volontiers,-0.3167625,7.7724557,5.0,"longtemps, volontiers, graves, troubles, fonctionnels","etc., on n'en a pas pour longtemps. Volontiers, des troubles
graves, mais fonctionnels, sont"
4834,Père-Lachaise,-1.7278543,8.665581,5.0,"opéra, chapeau, geste, verra, lachaise","l'Opéra
quand il le croyait depuis longtemps au Père-Lachaise, verra dans ce coup de
chapeau un geste"
4835,"président d'assises
",0.04258827,8.553569,5.0,"auparavant, prononcé, barbe, assises, causerait","à sa barbe ne causerait pas plus de colère au président d'assises
qui, deux ans auparavant, a prononcé contre le"
4836,Accroché,-2.442315,10.97325,5.0,"professeur, exacte, science, médecine, accroché","La médecine n'est pas une science exacte.
Accroché à moi le professeur E*** ne demandait"
4837,marquis de Vaugoubert,-0.35145456,8.910362,5.0,"norpois, marquis, vaugoubert, dernièrement, reculé",", après avoir reculé d'un pas, le
marquis de Vaugoubert. M. de Norpois m'avait dernièrement fait"
4838,"jeunesse
M. de Vaugoubert",-5.0436554,8.5915575,5.0,"jeunesse, expliquer, vaugoubert, quels, incidents","d'expliquer ici à la suite de quels incidents de jeunesse
M. de Vaugoubert était un des seuls hommes du monde (peut-être le"
4839,Rendues,-3.233784,9.546091,5.0,"découvert, ridicules, rendues, platonisme, chasteté","du moins découvert, faisait passer le
baron. Rendues ridicules par une chasteté, un « platonisme "
4840,"M. de Vaugoubert
les",-5.1063256,8.597904,5.414213562373095,"mardochée, classiques, nullité, alternances, vaugoubert",", par sa nullité intellectuelle surtout, ces alternances, M. de Vaugoubert
les présentait pourtant. Mais tandis que chez M. de"
4841,"quai
d'Orsay",-4.7961617,4.8904066,5.0,"défaut, vaugoubert, orsay, ingratitude, sacrifiés","Mais à défaut des plaisirs sacrifiés à l'ingratitude du quai
d'Orsay, M. de Vaugoubert – et c'est"
4842,"Mme de Vaugoubert
",-5.1445775,8.646651,5.732050807568877,"empoigner, prélèvements, opérait, corpulence, vaugoubert","
combien de prélèvements il opérait sur le crédit de Mme de Vaugoubert
(qu'à cause de sa corpulence, de sa"
4843,"vache
enragée",0.1268116,8.716353,5.0,"manger, poste, attaché, vache, enragée","il a besoin c'est de manger un peu de vache
enragée. » Le poste d'attaché auprès du roi"
4844,"M. de Charlus
n'aimait pas dire bonjour",-5.1075683,8.782832,5.0,"premier, aimait, bonjour, vaugoubert, préféraient","le roi.
M. de Vaugoubert comme M. de Charlus
n'aimait pas dire bonjour le premier. L'un et l'autre préféraient
"
4845,"lourdement
hommasse",-4.9398217,8.481175,5.0,"diabolique, ruse, hommasse, bienfaisante, lourdement","
Mme de Vaugoubert avait toujours été aussi lourdement
hommasse – la nature, par une ruse diabolique et bienfaisante"
4846,prince de Bülow,-0.4404058,7.6271014,5.0,"allemand, qualités, italienne, bülow, chancelier","qualités ? Un
ancien chancelier allemand, le prince de Bülow, avait épousé une Italienne. À
la longue"
4847,Italienne,-0.3250156,7.5866237,5.0,"longue, allemand, italienne, bülow, pincio","allemand, le prince de Bülow, avait épousé une Italienne. À
la longue, sur le Pincio,"
4848,Pincio,0.0199483,7.399442,5.0,"époux, germanique, italienne, remarqua, pincio","une Italienne. À
la longue, sur le Pincio, on remarqua combien l'époux germanique avait pris de"
4849,Orient,-5.438418,6.5891566,6.82842712474619,"mûrissant, enseignement, congrégations, decamps, orient","son nom, un
des plus illustres de l'Orient. En mûrissant, en vieillissant, s'est révélé"
4850,Oriental,-4.3922157,7.6228766,5.414213562373095,"soupçonné, atavisme, sérails, vieillissant, oriental","en vieillissant, s'est révélé en
lui l'Oriental qu'on n'avait jamais soupçonné, et en le"
4851,"princesse
Palatine",-0.20104228,8.212542,5.0,"acquis, habit, palatine, prédestiné, immortelle","type acquis ou prédestiné dont l'image immortelle est la princesse
Palatine, toujours en habit de cheval et qui, ayant"
4852,"ternissaient
le visage régulier",-5.073322,8.631901,5.0,"indignation, régulier, traces, opprobre, ternissaient","traces d'opprobre, d'ennui, d'indignation, ternissaient
le visage régulier de Mme de Vaugoubert. Hélas, je"
4853,"Le
Figaro : « Hier le prince et la princesse de Guermantes",-0.81965935,10.417782,5.0,"donné, voyant, soirée, hier, figaro","monde n'a rien à faire et en voyant dans Le
Figaro : « Hier le prince et la princesse de Guermantes ont donné
une grande soirée, etc. »"
4854,"Mme de Guermantes
avait oubliés",-1.0645056,7.8806477,5.0,"années, faisaient, appel, gens, oubliés","le moins, et faisaient appel à des gens que Mme de Guermantes
avait oubliés pendant des années. Et presque tous les gens du"
4855,Hazay,-1.0548162,11.173673,5.0,"tour, successivement, pin, hazay, bonsoir","
successivement : « Bonsoir, monsieur du Hazay, bonsoir, madame de La
Tour du Pin"
4856,"madame de La
Tour du Pin-Verclause",-1.0552646,11.175204,5.0,"hazay, verclause, tour, pin, bonsoir","« Bonsoir, monsieur du Hazay, bonsoir, madame de La
Tour du Pin-Verclause, bonsoir, madame de La Tour du Pin-"
4857,madame de La Tour du Pin-Gouvernet,-1.0370201,11.205555,5.0,"gouvernet, verclause, tour, pin, bonsoir","La
Tour du Pin-Verclause, bonsoir, madame de La Tour du Pin-Gouvernet, bonsoir,
Philibert, bonsoir, ma chère"
4858,bénin : « Prenez garde,-2.8183804,9.236366,5.0,"garde, factice, prenez, témoigner, bénin",", factice afin de témoigner
l'indifférence, et bénin : « Prenez garde que la petite n'ait pas
froid, les"
4859,madame de Brantes,-1.0535414,11.180762,5.0,"jardins, mecklembourg, madame, brantes, bonsoir","jardins c'est toujours un peu humide. Bonsoir, madame de Brantes.
Bonsoir, madame de Mecklembourg. Est-ce"
4860,madame de Mecklembourg,-1.0361767,11.179526,5.0,"venue, mecklembourg, madame, brantes, bonsoir",". Bonsoir, madame de Brantes.
Bonsoir, madame de Mecklembourg. Est-ce que la jeune fille est venue "
4861,Saint-Géran.,-2.9297597,6.28981,5.0,"robe, bonsoir, orgueil, ravissante, géran","-elle mis la ravissante robe rose ? Bonsoir, Saint-Géran. » Certes
il y avait de l'orgueil"
4862,Margrave,-1.6444237,7.978062,5.0,"entrée, margrave, déroule, tannhäuser, warburg","se
déroule dans Tannhäuser, et lui-même comme le Margrave, ayant à l'entrée
de la Warburg une"
4863,Warburg,-1.6670501,8.090781,5.0,"parole, chacun, margrave, condescendante, warburg","le Margrave, ayant à l'entrée
de la Warburg une bonne parole condescendante pour chacun des invités, tandis"
4864,« Bonsoir,-1.0883199,11.146848,6.0,"merveilleux, tendant, madame, incertitude, bonsoir","mon incertitude
par Mme de Souvré. « Bonsoir, me dit-elle en venant à
moi."
4865,"duchesse de
Guermantes ?",-1.3734158,10.253317,5.0,"vu, donner, longtemps, genre, excellait","a-t-il longtemps que vous n'avez vu la duchesse de
Guermantes ? » Elle excellait à donner à ce genre de"
4866,"amie
",-2.11674,10.04027,5.0,"dame, amie, voyons, souvré, éprouve","« Voyons, c'est cette dame qui est amie
de Mme de Souvré, qui éprouve à"
4867,duc de Guermantes ,-0.78285193,7.968993,5.732050807568877,"liaison, porta, guermantes, abandon, duc","par la liaison
qu'elle avait eue avec le duc de Guermantes ; l'abandon de celui-ci y
porta le dernier"
4868,Basin de Guermantes,-0.72818804,9.236717,5.0,"arpajon, blanc, léger, protégeait, tulle","à Mme d'Arpajon
dans le coeur de Basin de Guermantes. Sous le léger tulle blanc qui la
protégeait"
4869,Whistler ,-4.172336,5.841676,5.0,"rouge, whistler, harmonie, noir, blanc","une « Harmonie » noir et blanc de Whistler ; noir,
blanc et rouge plutôt, car"
4870,vicomte de Courvoisier,-0.778636,8.7581,5.414213562373095,"conduisant, usaient, sagement, vicomte, courvoisier","de Gallardon, conduisant son neveu, le
vicomte de Courvoisier, jeune homme d'une jolie figure et d'un"
4871,Adalbert,-1.7039226,10.860982,5.732050807568877,"présenter, neveu, fameux, permettez, adalbert","Gallardon,
permettez-moi de vous présenter mon neveu Adalbert. Adalbert, tu sais, le
fameux oncle"
4872,"madame de
Gallardon ",-1.1119659,11.141488,5.0,"madame, bonsoir, palamède, gallardon, entends","Palamède dont tu entends toujours parler. – Bonsoir, madame de
Gallardon », répondit M. de Charlus. Et"
4873,Don Quichotte,-3.057239,7.0233183,5.0,"vent, don, battu, moulins, quichotte","au
cours de ces vingt dernières années, ce Don Quichotte s'était battu contre tant
de moulins à vent"
4874,Hé,-1.9342765,10.827204,6.23606797749979,"fâcherais, heures, refuserez, neuf, hé","princesse a
été très gentille pour moi. – Hé bien, si vous les connaissez, en quoi
"
4875,duc d'Aiguillon,-1.7466779,6.607217,5.0,"rares, jardins, élever, animaux, aiguillon","Alors, du fond de ces jardins où jadis le duc d'Aiguillon
faisait élever les animaux rares, vint jusqu'à"
4876,"marcassin
dévastateur",-1.0437454,6.7005625,5.0,"terres, marcassin, aiguiser, cultivées, dévastateur","pour l'aiguiser, encore moins comme le cri du marcassin
dévastateur des terres cultivées, mais comme la voix d'un"
4877,cordial,-0.18910335,7.396766,5.0,"trouvai, familier, camaraderie, cordial, empreint","il le voulait, aimable, empreint de camaraderie, cordial et
familier, autant je trouvai celui du prince"
4878,"monsieur
votre père ?",-1.8108464,9.981062,5.0,"monsieur, suivre, carrière, distant, comptez"," Est-ce que vous comptez suivre la carrière de monsieur
votre père ? » me dit-il d'un air distant,"
4879,275Tellement,-2.8259609,4.5353117,5.0,"porte, mettre, appris, distrait, 275tellement","
le mettre à la porte ».
275Tellement distrait dans le monde que je n'appris que le"
4880,palais de Versailles,-4.262939,6.3557663,5.0,"autour, palais, rendait, versailles, assemblent","ceux qui
dans le ciel s'assemblent autour des palais de Versailles. Mais de près on se
rendait compte que"
4881,Mme de Surgis,-4.8081474,9.6665745,9.385164807134505,"charlus, désignant, mme, fils, surgis","– en réalité non
encore arrivé – était avec Mme de Surgis dans les galeries
de marbre rose où on accédait"
4882,Moscovite,-2.4155016,7.3351684,5.0,"remarquer, mérité, condoléances, charitables, moscovite","vie. Comme quelques personnes charitables faisaient
remarquer au Moscovite qu'un mot de condoléances de lui serait peut-être mérité"
4883,"Son Altesse
Impériale",-1.448965,10.124483,5.0,"crois, altesse, impériale, monseigneur, tonnerre","tonnerre de Monseigneur : « Je crois que Son Altesse
Impériale vous a dit quelque chose. – Non !"
4884,Mme de Souvré ,-2.816722,10.323766,5.0,"quelque, chose, répondit, souvré, traversai","quelque chose. – Non ! c'était à Mme de Souvré »,
répondit-elle.
Je traversai les"
4885,"madame de La Trémoïlle,",-1.0800823,11.173851,5.0,"chère, trémoïlle, tendant, herminie, bonsoir","
me tendant la main. « Bonsoir, madame de La Trémoïlle, bonsoir, ma chère
Herminie. » Mais"
4886,Antioche,-1.1000664,11.1297245,5.0,"aime, vous, rené, antioche, bonsoir","vous savez que je vous aime bien. Bonsoir, Antioche, bonsoir,
Louis-René. Avez-vous été voir"
4887,"Mme de Guermantes
dit-elle : « Ce",-1.496162,9.619755,5.0,"petits, simple, bêtise, chiens, intimidant","« Mes petits chiens. » Aussi, Mme de Guermantes
dit-elle : « Ce sera très intimidant », par simple bêtise,"
4888,Pomme !,-1.1101338,8.211582,5.0,"assez, tandis, agréable, causait, pomme","« C'est une assez agréable femme, la Pomme ! »
Tandis que la princesse causait avec moi"
4889,"ambassadrice
de Turquie",-2.4732394,8.600853,5.0,"passage, ambassadrice, désignant, turquie, happé","eux, car je fus happé au passage par l'ambassadrice
de Turquie, laquelle, me désignant la maîtresse de maison que"
4890,« Mémé ,-0.31757838,8.306588,5.414213562373095,"rapide, babal, instruction, désigner, mémé","». En disant « Babal », « Mémé », pour
désigner des gens qu'elle ne"
4891,« mithridatisme ,-1.2233573,7.798528,5.0,"turquie, effets, suspendait, mithridatisme, tolérable",", l'ambassadrice de Turquie
suspendait les effets du « mithridatisme » qui d'ordinaire me la
rendait tolérable."
4892,Mme Standish,-2.2183783,7.4834156,5.0,"leçon, ignorée, coussins, peignant, standish","une leçon pour leur expliquer en vertu de quelles raisons Mme Standish,
ignorée d'eux et peignant des coussins,"
4893,duchesse de Doudeauville,-0.8264243,8.03454,5.0,"vie, grande, dame, ordinaire, doudeauville","est au moins une aussi
grande dame que la duchesse de Doudeauville.
Dans l'ordinaire de la vie, les"
4894,rubis,-4.381177,6.3237853,5.0,"jeté, rubis, enfermait, tiepolo, carcan","rouge Tiepolo, lequel laissa voir un véritable carcan de rubis
qui enfermait son cou, après avoir jeté sur"
4895,"Oriane
",-1.9749233,8.140495,5.0,"yeux, oriane, assura, couturière, scintillement","couturière qui est celui d'une femme du monde, Oriane
s'assura du scintillement de ses yeux non moins que"
4896,M. de Jouville,-0.25991747,7.339206,5.0,"bonnes, eurent, langues, précipiter, jouville",".
Quelques « bonnes langues » comme M. de Jouville eurent
beau se précipiter sur le duc pour l'"
4897,"étiez
pas invité !",-1.5135293,10.718893,5.0,"puis, idée, croire, étiez, invité",". « Cette idée de croire que vous n'étiez
pas invité ! On est toujours invité ! Et puis, il"
4898,"École des
sciences politiques",-0.9001852,6.840923,5.0,"ordres, assiduité, sciences, voué, combinée","dans les ordres. Combinée avec l'assiduité à l'École des
sciences politiques, elle l'avait voué depuis ses vingt ans à"
4899,M. de Charlus ,-2.9070663,8.738191,6.0,"manoeuvres, tourments, officielles, soit, charlus","perspicacité spéciale
qui se trouvait rarement en défaut chez M. de Charlus ; et aux
tables officielles, soit à Paris"
4900,Abner,-5.1985307,9.136034,5.0,"tragédies, david, joas, abner, apprennent","dans les tragédies de Racine apprennent à Athalie et à Abner que
Joas est de la race de David,"
4901,David,-5.205987,8.984892,6.23606797749979,"adolescent, renouvelant, imberbe, compliquer, david","à Abner que
Joas est de la race de David, qu'Esther assise dans la pourpre a des parents"
4902,"ministère
des Affaires étrangères",-1.9242964,6.3616624,5.0,"mystérieux, rendaient, rétrospectivement, étrangères, légation","la légation de X… ou de tel service du ministère
des Affaires étrangères, rendaient rétrospectivement ces palais aussi
mystérieux que le"
4903,temple de Jérusalem,-2.1366935,6.159327,5.0,"rendaient, trône, jérusalem, rétrospectivement, suse",", rendaient rétrospectivement ces palais aussi
mystérieux que le temple de Jérusalem ou la salle du trône de Suse. Pour cette"
4904,"Esther :
 
Ciel !",-3.6563191,10.5910015,5.0,"élise, émerveillé, innocentes, écriant, essaim","prit l'air émerveillé
d'Élise s'écriant dans Esther :
 
Ciel ! quel nombreux essaim
d'innocentes beautés
S'offre"
4905,"beautés
",-3.5829036,10.422255,5.0,"nombreux, sort, offre, innocentes, essaim","
 
Ciel ! quel nombreux essaim
d'innocentes beautés
S'offre à mes yeux en foule et sort
"
4906,Élise,-5.0967383,8.710078,5.0,"vaugoubert, zèle, explique, élise, mardochée"," Vaugoubert
les vers par lesquels Esther explique à Élise que Mardochée a tenu, par zèle
pour sa"
4907,Mardochée,-5.0564985,8.703084,5.0,"zèle, religion, explique, élise, mardochée","
les vers par lesquels Esther explique à Élise que Mardochée a tenu, par zèle
pour sa religion,"
4908,Jeunes et tendres fleurs,-3.267093,5.849817,5.0,"tendres, sort, sion, agitées, peuplé","peuplé ce palais de filles de
Sion,
Jeunes et tendres fleurs par le
sort agitées,
Sous un ciel"
4909,"répondit
M. de Charlus",-3.675282,9.617173,6.645751311064591,"soufflet, pliât, claquante, charlus, répondit","n'existe pas ? – C'est probable, répondit
M. de Charlus, à commencer par le roi Théodose, bien que"
4910,D'Annunzio,-2.4529164,10.573205,5.0,"vous, voudrais, loge, aperçue, annunzio",":
« Je voudrais bien vous voir. D'Annunzio vous a aperçue
d'une loge, il a"
